index,Model,Brand,Price,Odometer,Paint color,Condition,Fuel,Transmission,Type
5468,2020,Toyota,35990,1532,green,good,other,other,coupe
5469,2017,Volkswagen,24990,47464,black,good,other,automatic,wagon
5470,2018,Chevrolet,36990,26406,black,good,gas,automatic,pickup
5473,2012,Hyundai,20990,10910,silver,good,other,automatic,sedan
5474,2017,ford,46500,70000,black,good,gas,automatic,pickup
5476,2017,Honda,26590,39000,silver,good,gas,other,coupe
5477,2010,Mercedes-Benz,18990,74120,silver,good,hybrid,automatic,sedan
5479,2018,Buick,27590,27026,red,good,gas,other,wagon
5480,2014,Audi,27990,53429,silver,good,other,automatic,wagon
5481,2016,Scion,17590,44551,black,good,gas,other,sedan
5482,2014,Volkswagen,18590,44145,black,good,gas,automatic,sedan
5483,2018,MAZDA,30590,10008,blue,good,gas,other,convertible
5484,2019,Ford,34590,12878,blue,good,other,other,pickup
5486,2008,chrysler,2900,138000,white,good,gas,automatic,coupe
5487,2009,jeep,1200,203800,green,fair,gas,automatic,SUV
5488,2007,Toyota,15000,191000,green,good,gas,automatic,pickup
5489,1997,ford,1,190000,custom,good,gas,automatic,SUV
5490,2006,Dodge,8700,189800,grey,good,gas,automatic,pickup
5491,1973,1973,13000,15000,blue,good,gas,automatic,truck
5492,2011,ford,10999,160800,white,good,other,automatic,pickup
5493,2014,dodge,10500,190000,black,good,gas,automatic,truck
5494,1998,Audi,2300,121000,purple,fair,gas,automatic,sedan
5495,2006,2006,7000,190000,black,fair,gas,automatic,pickup
5496,1988,ford,6250,35000,brown,good,gas,automatic,pickup
5497,2015,Kia,8800,96674,black,good,gas,automatic,sedan
5498,2001,GMC,15000,266480,red,good,diesel,manual,truck
5499,1981,chevy,8500,642,orange,good,gas,manual,pickup
5500,2012,Ford,22299,94931,red,good,gas,automatic,truck
5501,2014,Nissan,14299,75487,white,good,gas,automatic,sedan
5502,2013,Dodge,12299,102898,red,good,gas,automatic,van
5503,2008,Jeep,18299,121692,silver,good,gas,automatic,SUV
5504,2012,GMC,22899,84305,grey,good,gas,automatic,SUV
5505,1993,ford,2450,1900000,white,fair,gas,manual,truck
5506,2010,Honda,1800,120880,blue,fair,gas,automatic,SUV
5507,2001,subaru,2500,212118,green,good,gas,automatic,wagon
5508,2006,lexus,9995,157800,white,good,hybrid,automatic,SUV
5509,2008,2008,6500,200000,white,good,gas,automatic,SUV
5510,2006,honda,5750,190000,brown,good,gas,automatic,SUV
5511,2005,toyota,11500,208555,black,good,gas,automatic,truck
5512,1961,ford,5000,1111,white,good,gas,automatic,sedan
5513,1974,Ford,7900,68000,blue,good,gas,manual,truck
5514,1987,chevy,7900,99800,red,good,gas,automatic,truck
5515,2005,Chevrolet,6900,202711,white,good,gas,automatic,SUV
5516,2004,Toyota,4200,207194,grey,good,gas,automatic,sedan
5517,2007,2007,7000,180000,grey,good,gas,automatic,SUV
5518,1995,1995,999,200000,blue,fair,gas,automatic,sedan
5519,2000,2000,2777,200000,white,fair,gas,automatic,pickup
5520,2016,Ford,24500,134000,grey,good,gas,automatic,pickup
5521,2009,subaru,2900,191000,silver,good,gas,automatic,sedan
5522,2005,Dodge,17499,88500,black,good,gas,automatic,truck
5523,2016,2016,31799,84248,red,good,gas,automatic,truck
5524,2004,chevy,18500,247000,white,fair,diesel,automatic,truck
5525,2018,2018,33999,83484,white,good,gas,automatic,truck
5526,2009,2009,4500,134979,red,good,gas,automatic,sedan
5527,2008,gmc,8750,172000,white,good,gas,automatic,truck
5528,1962,mercury,7495,15980,red,good,gas,manual,sedan
5529,2006,gmc,6799,248000,black,good,gas,automatic,SUV
5626,2003,land,6799,156000,green,good,gas,automatic,SUV
5627,2011,kia,12500,90842,red,good,gas,automatic,SUV
5628,1964,chevy,5400,6,blue,good,gas,manual,convertible
5629,1999,toyota,7995,340000,grey,good,gas,automatic,SUV
5630,2010,mazda,9800,140000,black,good,gas,manual,hatchback
5631,2010,Mercedes-Benz,8495,155155,custom,good,gas,automatic,sedan
5632,2007,Honda,9995,156838,blue,good,gas,automatic,SUV
5633,2016,2016,25999,91288,black,good,gas,automatic,SUV
5634,2011,Jeep,12500,147000,silver,good,gas,automatic,SUV
5635,1999,Lincoln,4100,135000,blue,good,gas,automatic,sedan
5636,2012,honda,13000,72262,white,good,hybrid,automatic,sedan
5637,2005,ford,16500,192612,black,good,diesel,automatic,truck
5638,2000,ford,8000,171000,white,good,gas,automatic,SUV
5639,2006,dodge,29999,144120,white,good,diesel,automatic,van
5640,2003,toyota,11000,197600,silver,good,gas,automatic,SUV
5641,1998,mazda,2745,132400,grey,fair,gas,automatic,truck
5642,1995,1995,9500,183000,white,fair,gas,automatic,SUV
